Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Major Short Nm,Student Headcount,Prorated Degrees Awarded Cnt
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Petroleum Engineering,3,3
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,242,238
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Eng Math & Statistics,2,2
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Engineering Physics,10,10
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Environmental Eng Science,9,9
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,Manufacturing Engineering,1,1
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,28,28
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Earth Resources Eng,1,1
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,28,21.5
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Mineral Engineering,2,2
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,101,96
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Naval Architecture,2,1.5
1995-96,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,19,14.5
1995-96,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,166,166
1995-96,1,Bachelor,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,15,15
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,L&S Chemistry,4,4
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science,121,111.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,L&S Legal Studies,70,63.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,L&S Social Welfare,96,84
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,60,49.3333333333333
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Civilizations,4,3
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Languages,5,5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,52,45.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,12,8
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,East Asian Languages,4,3.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,18,14.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,420,389
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film,27,23
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,27,20.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,Dutch Studies,1,0.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,12,8
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,49,45
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian,5,3
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,38,32.8333333333333
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Ancnt NE Archae & Art Hist,4,3
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,13,8
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Other Arts & Humanities Pgms,Humanities Field Major,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,58,50.8333333333333
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,101,86
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Celtic Studies,1,0.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,13,11
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,3,3
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Iberian Lang & Lit,1,0.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,8,6
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,54,42.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dramatic Art,22,19.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dramatic Art - Dance,7,5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Human Biodynamics,50,48.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,IB-Integrat Human Biology,2,2
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,178,165.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Physiology,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Zoology,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Biochemistry,2,2
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Biophysics,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,L&S Genetics,1,0.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,127,122.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,233,218
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,55,49.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,57,55
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,116,105
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular Biology,3,2.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,BioSci-Functional Bio,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,9,5.33333333333333
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth Science,10,9.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,7,7
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,48,40.1666666666667
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,38,34.8333333333333
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Math & Physical Sci Pgms,Physical Sci Field Major,3,3
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,41,33
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,18,13.8333333333333
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,Afr Amer Stds-Humanities,8,7
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,Afr Amer Stds-Social Sci,11,10
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,1,0.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,141,128.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,376,333.833333333333
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian American Studies,7,6.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Chicano Studies,20,20
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,47,46
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Native American Studies,11,10
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,Womens Studies,12,8.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,28,26
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,219,197.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,6,5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - Japan,13,12.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies-SE Asia,6,6
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,25,22
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Development Studies,42,39
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,19,15.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,6,5.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,23,21.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Pol Econ of Indust Soc,100,95
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,21,21
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Other Social Sciences Programs,Social Sciences Field Maj,17,16.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,392,348
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,392,357.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,142,137
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,10,9.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Environ Sci-Biol Sci,39,35
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Environ Sci-Physical Sci,12,11.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Environ Sci-Soc Sci,18,15.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,146,137.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,L&S Individual Major,1,1
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Mass Communications,96,85.5
1995-96,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,16,14
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Pol Econ of Nat Resources,23,23
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Bioresource Sciences,38,38
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,65,64.5
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conservation of Nat Res,1,1
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Entomology,1,1
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry,6,6
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Resource Management,11,10.5
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Soil Environment,4,4
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutrition & Clinical Diet,10,10
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutrition & Food Science,14,14
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Science,6,6
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,Genetics,2,2
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,2,2
1995-96,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Plant Biology,12,12
1995-96,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,Business Administration,273,273
1995-96,1,Bachelor,All,School of Optometry,School of Optometry,Optometry,Optometry,25,25
1995-96,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,6,6
1995-96,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,14,14
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,1,1
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,111,111
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,65,65
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Computer Science,33,33
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,47,47
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,31,31
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Mat Sci & Mineral Eng,14,14
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,80,81
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Naval Architecture,5,6
1995-96,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,11,11
1995-96,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,60,60
1995-96,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,52,52
1995-96,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,16,16
1995-96,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,Design,3,3
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Anc Hist Med Arc Grad Grp,Anc Hist & Medit Archae,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,7,7
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classics,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Greek,2,2
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Latin,3,3
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,3,3
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Chinese Language,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,9,9
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,2,2
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,10,10
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,6,6
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,12,12
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,2,2
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Performance Studies Grad Grp,Dramatic Art,2,2
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,12,12
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian Lang & Lit,2,2
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,6,6
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,3,3
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,3,3
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Biophysics Grad Grp,Biophysics,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Human Biodynamics,4,4
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,1,1
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,3,3
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astronomy,2,2
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,5,5
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,6,6
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,18,18
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,5,5
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,13,13
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,12,12
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,5,5
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,5,5
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,11,11
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Folklore Grad Grp,Folklore,2,2
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,4,4
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,26,26
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Latin American Studies GG,Latin American Studies,4,4
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,8,8
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,25,25
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,11,11
1995-96,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,4,4
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Ag & Resource Economics,9,9
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Comparative Biochem Grad Grp,Comparative Biochemistry,2,2
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Energy & Resources Grad Grp,Energy & Resources,16,16
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Plant Pathology,1,1
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Soil Science,1,1
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Wildland Resource Science,7,7
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Range Management Grad Grp,Range Management,1,1
1995-96,2,Masters/Professional,All,Clg of Natural Resources,Clg of Natural Resources,Wood Science & Tech Grad Grp,Wood Science & Technology,1,1
1995-96,2,Masters/Professional,All,Goldman School Public Policy,Goldman School Public Policy,Public Policy,Public Policy,31,31
1995-96,2,Masters/Professional,All,Grad School of Education,Grad School of Education,Education,Education,57,57
1995-96,2,Masters/Professional,All,Grad School of Journalism,Grad School of Journalism,Journalism,Journalism,41,41
1995-96,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Business Administration,246,246
1995-96,2,Masters/Professional,All,Haas School of Business,Haas School of Business,Business,Evening & Weekend MBA,62,62
1995-96,2,Masters/Professional,All,School of Information,School of Information,Library & Info Studies,Library & Info Studies,3,3
1995-96,2,Masters/Professional,All,School of Law,School of Law,JSP Graduate Program,Jurisprudence & Social Policy,3,3
1995-96,2,Masters/Professional,All,School of Law,School of Law,Law,Law (JD),312,312
1995-96,2,Masters/Professional,All,School of Optometry,School of Optometry,Optometry,Optometry,63,63
1995-96,2,Masters/Professional,All,School of Optometry,School of Optometry,Vision Science Grad Grp,Vision Science,1,1
1995-96,2,Masters/Professional,All,School of Public Health,School of Public Health,Biostatistics Grad Grp,Biostatistics,5,5
1995-96,2,Masters/Professional,All,School of Public Health,School of Public Health,Environmental Health Sci GG,Environ Health Sciences,3,3
1995-96,2,Masters/Professional,All,School of Public Health,School of Public Health,Health & Medical Sci Grad Grp,Health & Medical Sciences,21,21
1995-96,2,Masters/Professional,All,School of Public Health,School of Public Health,Public Health,Public Health,142,142
1995-96,2,Masters/Professional,All,School of Social Welfare,School of Social Welfare,Social Welfare,Social Welfare,95,95
1995-96,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,13,13
1995-96,3,Doctoral,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,65,65
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,4,4
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,7,7
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil Engineering,21,21
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Computer Science,16,16
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,52,52
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,7,7
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Mat Sci & Mineral Eng,18,18
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,45,45
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Naval Architecture,3,3
1995-96,3,Doctoral,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,8,8
1995-96,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,1,1
1995-96,3,Doctoral,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,9,9
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Buddhist Studies Grad Grp,Buddhist Studies,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classical Archaeology,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classics,2,2
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,9,9
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,East Asian Languages,1,1
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,2,2
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,25,25
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,3,3
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,3,3
1995-96,3,Doctoral,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,History of Art,8,8
