Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Major Short Nm,Student Headcount,Prorated Degrees Awarded Cnt
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Lang & Lit,6,4.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,1,1
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,79,68.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,113,89.3333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian,2,2
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,17,12
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,18,12
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Hisp Lang/Biling Iss,9,7.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Iberian Lang & Lit,2,2
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Latin-Amer Lang & Lit,8,5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Luso-Brazil Lang & Lit,1,1
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Spanish-Spanish Lang & Lit,28,22
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Dance & Perf Studies,6,4.33333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,Theater & Perf Studies,43,37.3333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,Integrative Biology,413,378
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Biochem & Mol Biol,66,60.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Cell & Dev Biology,146,134.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Genetics,32,29
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Immunology,88,84.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,MCB-Neurobiology,94,85.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,24,16.8333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Atmospheric Science,2,1.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Environmental Earth Science,10,9.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geology,11,10.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Geophysics,8,7
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Marine Science,11,11
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Planetary Science,4,3.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Applied Mathematics,133,102.333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,92,72.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Math & Physical Sci Pgms,Physical Sci Field Major,1,1
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,79,58.8333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,100,78.8333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,Afr Amer Stds-Humanities,4,4
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,Afr Amer Stds-Social Sci,1,1
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,15,13.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,159,147
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,463,397.333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian Am & Asian Diasp St,3,2.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Asian American Studies,15,9
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Chicano Studies,17,12.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,60,40.3333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Native American Studies,5,4
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,Gender & Womens Studies,37,28.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,53,49.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,221,194
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - China,9,7
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Asian Studies - Japan,8,6.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Cognitive Science,81,66.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Development Studies,40,39
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Latin American Studies,15,13.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Middle Eastern Studies,9,7.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Peace & Conflict Studies,73,64.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Pol Econ of Indust Soc,27,23
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,Political Economy,229,212.5
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,Linguistics,39,33
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,Political Science,418,366
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,Psychology,354,311.333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,Sociology,276,245
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,American Studies,124,118
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Interdisciplinary Studies,152,142.333333333333
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,L&S Environmental Sciences,7,7
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Mass Communications,5,4
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Media Studies,194,166
2011-12,1,Bachelor,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,Religious Studies,18,15.5
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,Environ Econ & Policy,92,90
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Conserv & Resource Stds,84,82.5
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Environmental Sciences,45,43.5
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Forestry & Natural Resources,11,10.5
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Molecular Environ Biology,81,77.5
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",Society and Environment,59,58
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Molecular Toxicology,34,33
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nut Sci-Physio & Metabol,59,58.5
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,Nutritional Sci-Dietetics,16,16
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Genetics & Plant Biology,15,13.5
2011-12,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,Microbial Biology,45,44
2011-12,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,Business Administration,356,356
2011-12,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,Chemical Engineering,21,21
2011-12,2,Masters/Professional,All,Clg of Chemistry,Clg of Chemistry,Chemistry,Chemistry,9,9
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Applied Sci & Tech Grad Grp,Applied Science & Tech,2,2
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Bioengineering,Bioengineering,15,15
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,Civil & Environmental Eng,186,186
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Computer Science,20,20
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,Electrical Eng & Comp Sci,56,56
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,Industrial Eng & Ops Rsch,58,58
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Mat Sci & Mineral Eng,8,8
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,Materials Science & Eng,20,20
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,Mechanical Engineering,77,77
2011-12,2,Masters/Professional,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,Nuclear Engineering,8,8
2011-12,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,Architecture,54,54
2011-12,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,City & Regional Planning,41,41
2011-12,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,Landscape Architecture,23,23
2011-12,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,Design,6,6
2011-12,2,Masters/Professional,All,Clg of Environmental Design,Clg of Environmental Design,Urban Design Grad Grp,Urban Design,8,8
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Anc Hist Med Arc Grad Grp,Anc Hist & Medit Archae,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,Art,6,6
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,Classics,4,4
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,Comparative Literature,2,2
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,Japanese Language,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,English,4,4
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,Film and Media,2,2
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,French,2,2
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,German,3,3
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,Italian Studies,2,2
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,Music,4,4
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,Near Eastern Studies,5,5
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,Philosophy,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,Rhetoric,6,6
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,Scandinavian Lang & Lit,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,Slavic Lang & Lit,2,2
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,South & SE Asian Studies,3,3
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,Hispanic Lang & Lit,2,2
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Endocrinology Grad Grp,Endocrinology,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,Molecular & Cell Biology,5,5
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Biological Sciences Div,Neuroscience Graduate Program,Neuroscience,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astronomy,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,Astrophysics,2,2
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,Earth & Planetary Science,3,3
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,Mathematics,7,7
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,Physics,35,35
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,Statistics,26,26
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,African American Studies,5,5
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,Anthropology,3,3
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Asian Studies Grad Grp,Asian Studies,6,6
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Demography,Demography,6,6
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,Economics,3,3
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,Ethnic Studies,7,7
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Folklore Grad Grp,Folklore,3,3
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,Geography,1,1
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Global Studies Grad Grp,International & Area Stds,8,8
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,History,History,22,22
2011-12,2,Masters/Professional,All,Clg of Letters & Science,L&S Social Sciences Division,Latin American Studies GG,Latin American Studies,3,3
